Year,ISIN,Weight
2014,JP3787000003,4.4002158623836275e-08
2014,JP3845400005,1.365859671496715e-11
2014,JP3743000006,3.266660310362907e-09
2014,JP3228600007,1.5776023846802087e-11
2014,JP3894900004,2.4174869221415274e-08
2014,JP3734800000,2.9249238559937184e-08
2014,AU000000NCM7,8.399683386117771e-09
2014,JP3942800008,1.2598689876291086e-08
2014,JP3258000003,9.36226607248327e-09
2014,AU000000BSL0,3.1367112461371644e-10
2014,AU000000COH5,1.3686234158590856e-07
2014,JP3456000003,3.081648554701999e-08
2014,JP3738600000,0.0018337999041441852
2014,BMG524401079,1.8175537658489988e-07
2014,AU000000MND5,8.143766144357568e-08
2014,NZFBUE0001S0,8.058249169368275e-09
2014,JP3209000003,5.554602957966622e-08
2014,JP3402600005,6.238242245331607e-09
2014,JP3619800000,9.683933849616826e-10
2014,JP3571400005,9.458769694825759e-08
2014,AU000000SUN6,1.6447076147889768e-07
2014,JP3166000004,7.756104157008984e-08
2014,JP3368000000,4.3169625095864113e-10
2014,JP3190000004,1.073739856158874e-08
2014,JP3720800006,2.0654569327929908e-08
2014,JP3818000006,2.524374660117037e-08
2014,JP3229400001,0.002120408252763542
2014,SGXE34184239,6.798122853063678e-08
2014,AU000000BHP4,6.714347668784624e-09
2014,JP3260800002,0.05319677307598959
2014,JP3626800001,4.020808875764022e-09
2014,AU000000TLS2,5.5292589527899496e-08
2014,JP3242800005,1.959513960121384e-08
2014,JP3814000000,0.027263065749223058
2014,AU000000IGO4,3.8250145286627e-08
2014,JP3566800003,1.4096173206590207e-08
2014,BMG668971101,1.8924491920864937e-08
2014,JP3300600008,1.1373033198003314e-08
2014,JP3419050004,6.373264852778997e-08
2014,JP3164800009,1.2645091542868211e-08
2014,JP3659000008,0.02735518978811823
2014,JP3134800006,4.670446806082372e-08
2014,BMG684371393,1.5523170799623659e-09
2014,JP3223800008,7.632453678763202e-11
2014,JP3118000003,9.091850909500568e-08
2014,JP3903000002,2.7222443397530176e-10
2014,JP3351600006,9.625630577648785e-09
2014,HK0293001514,2.489306001668345e-10
2014,JP3635400009,6.116963892551584e-09
2014,AU000000BEN6,1.5573918021126712e-07
2014,JP3820000002,1.827624283718495e-08
2014,AU000000DOW2,1.688015920948853e-08
2014,JP3496400007,3.056050531477359e-08
2014,AU000000NAB4,1.617388526119802e-07
2014,AU000000MAH3,4.0827988746995656e-09
2014,JP3320800000,1.2409195292342102e-08
2014,AU000000APA1,1.2064443088075019e-08
2014,AU000000STO6,4.5740752778886195e-09
2014,JP3888400003,3.0183206747717492e-09
2014,JP3786200000,8.48867938199558e-09
2014,JP3420600003,1.5738516094771483e-08
2014,JP3910660004,5.274742867138541e-08
2014,HK0066009694,0.018149823611428903
2014,JP3165700000,7.116269459416631e-08
2014,JP3888300005,4.706035473105002e-10
2014,JP3119600009,0.0014465653119429191
2014,AU000000IVC8,3.655045665642859e-08
2014,AU000000ERA9,1.1363677633613733e-08
2014,JP3350800003,7.277690334458965e-12
2014,JP3982100004,0.13363359522912802
2014,JP3688370000,3.2397664697465255e-09
2014,JP3371200001,0.04203541940143941
2014,HK0388045442,1.6624921870248915e-07
2014,JP3762600009,1.6796422713439153e-07
2014,JP3502200003,1.312850273701334e-07
2014,JP3111200006,1.631889099730731e-09
2014,JP3174410005,4.859931711588008e-10
2014,JP3900000005,3.794969066434049e-08
2014,JP3493800001,6.584443793178722e-09
2014,JP3419400001,1.2825832715085592e-08
2014,JP3126400005,6.592733551404042e-08
2014,AU0000224040,4.412164371562128e-09
2014,AU000000AMP6,1.42590110985733e-07
2014,JP3304200003,5.8051069203540694e-08
2014,JP3665200006,5.093507001903938e-09
2014,JP3375800004,1.888532108845588e-08
2014,JP3672400003,1.99310054784021e-08
2014,JP3955000009,6.347904645387763e-08
2014,JP3027680002,1.138274335253645e-08
2014,JP3551500006,4.7288821755420066e-09
2014,JP3449020001,1.694682783856681e-10
2014,JP3667600005,4.263430066057564e-08
2014,JP3362700001,1.356760457946723e-10
2014,JP3762800005,4.855734466024474e-08
2014,HK0011000095,6.07370279247061e-08
2014,JP3621000003,1.9678794996665067e-09
2014,JP3539220008,8.170031072394077e-08
2014,AU000000TAH8,1.2805505629409035e-07
2014,JP3197600004,0.011887983248664193
2014,AU000000CBA7,1.1163463942251385e-07
2014,JP3870400003,3.659200095218526e-08
2014,AU000000GPT8,1.450635106463008e-07
2014,JP3385820000,6.710298100781912e-08
2014,JP3902400005,2.4382962692605605e-08
2014,AU000000BPT9,2.5378675076859426e-08
2014,JP3535800001,1.1200495397399303e-08
2014,JP3870000001,0.0009419207120732471
2014,AU000000CQR9,4.148473972873432e-07
2014,JP3814800003,4.669175683321294e-09
2014,HK0823032773,0.033399152668860135
2014,AU0000038911,1.1186768457894983e-08
2014,AU000000LLC3,4.012633551131096e-08
2014,JP3866800000,8.731674332669623e-09
2014,AU000000SGM7,2.673477357437338e-08
2014,JP3544000007,2.1627047592960942e-09
2014,JP3522200009,1.0827685114021701e-11
2014,JP3914400001,1.60051837753057e-08
2014,JP3613400005,5.772158625128617e-09
2014,JP3215800008,1.895856225388467e-09
2014,JP3595200001,2.838864950109157e-10
2014,AU000000OZL8,8.634825821717332e-09
2014,JP3270000007,3.8282333178572004e-08
2014,NZTELE0001S4,9.368020948833688e-08
2014,JP3830000000,4.3988777336522805e-08
2014,JP3596200000,6.431254332924471e-09
2014,HK0242001243,8.289341556182617e-09
2014,JP3854600008,0.0024343475287837268
2014,JP3546800008,1.9715715854510525e-08
2014,JP3200450009,5.950954787235007e-08
2014,JP3592200004,1.7652569260428264e-08
2014,JP3180400008,0.015006841089864319
2014,JP3158800007,1.0243859703449327e-10
2014,JP3294460005,1.8478689576061595e-08
2014,JP3573000001,0.01644361995012831
2014,SG1F60858221,0.03490289749550399
2014,JP3686800008,2.73490503184045e-10
2014,AU000000GWA4,4.6180429361900725e-08
2014,AU000000PPT9,2.0524572377033323e-07
2014,HK0200030994,2.949094100448646e-07
2014,AU000000SGP0,9.215411875572017e-08
2014,IE00BKVD2N49,4.7885327395817295e-08
2014,JP3401400001,2.503127506373307e-09
2014,JP3827200001,1.6812643858820064e-08
2014,JP3475350009,1.4194980691893663e-08
2014,JP3769000005,0.0
2014,JP3148800000,1.8263341498664435e-08
2014,AU000000WOR2,6.396777633094406e-08
2014,JP3634600005,5.12872236958674e-09
2014,JP3678000005,5.618989748171452e-09
2014,AU000000IAG3,1.0367802413681745e-07
2014,JP3551200003,1.435468363818069e-11
2014,JP3638600001,4.169031709278245e-09
2014,JP3414750004,0.010586919882813876
2014,JP3898400001,1.0446288913753134e-08
2014,AU000000CSR5,8.940376418129126e-09
2014,HK0016000132,8.59846262648133e-08
2014,JP3358800005,9.228565378723257e-09
2014,JP3634200004,5.281737759316165e-09
2014,NZCENE0001S6,1.9538591422536006e-09
2014,JP3551520004,6.174508372038908e-08
2014,AU000000MTS0,3.0035422508471575e-08
2014,JP3289800009,1.7170732023621998e-10
2014,HK0004000045,1.2969830315871742e-07
2014,AU000000QBE9,1.4722113602829663e-07
2014,JP3357200009,0.03475665879402838
2014,JP3493400000,7.805952475254614e-09
2014,JP3388200002,1.6773074685113402e-08
2014,JP3359600008,1.084098049083375e-08
2014,JP3973400009,1.2540795632479375e-08
2014,AU000000BWP3,6.664194162005371e-08
2014,AU000000ANZ3,1.5334642594192577e-07
2014,JP3877600001,7.900699576222554e-08
2014,JP3481800005,1.113813796111827e-08
2015,JP3505000004,0.0
2015,AU000000QAN2,2.3080047999937156e-10
2015,HK0003000038,0.024173828300761736
2015,SG1U68934629,2.4572066965224604e-08
2015,JP3778630008,0.0
2015,SGXE21576413,4.4408553245188985e-07
2015,JP3811000003,0.0
2015,JP3792600003,0.0
2015,JP3977400005,0.033470614986908835
2015,JP3210200006,0.0
2015,AU000000ASX7,1.8442105960095744e-07
2015,AU000000SBM8,2.7425888128724442e-09
2015,JP3549600009,0.0
2015,JP3940000007,6.390294525784815e-09
2015,JP3890350006,0.0
2015,JP3463000004,0.009765472581571798
2015,AU000000MGR9,1.7125382941259385e-07
2015,NZSKCE0001S2,4.13766676281927e-08
